,nome,estado,latitude,longitude
2830,Macambira,28,-10.6619,-37.5413
2831,Macapá,16,0.034934,-51.0694
2832,Macaparana,26,-7.55564,-35.4425
2833,Macarani,29,-15.5646,-40.4209
2834,Macatuba,35,-22.5002,-48.7102
2835,Macau,24,-5.10795,-36.6318
2836,Macaubal,35,-20.8022,-49.9687
2837,Macaúbas,29,-13.0186,-42.6945
2838,Macedônia,35,-20.1444,-50.1973
2839,Maceió,27,-9.66599,-35.735
2840,Machacalis,31,-17.0723,-40.7245
2841,Machadinho,43,-27.5667,-51.6668
2842,Machadinho D'Oeste,11,-9.44363,-61.9818
2843,Machado,31,-21.6778,-45.9219
2844,Machados,26,-7.68827,-35.5114
2845,Macieira,42,-26.8552,-51.3705
2846,Macuco,33,-21.9813,-42.2533
2847,Macururé,29,-9.16226,-39.0518
2848,Madalena,23,-4.84601,-39.5725
2849,Madeiro,22,-3.48624,-42.4981
2850,Madre de Deus,29,-12.7446,-38.6153
2851,Madre de Deus de Minas,31,-21.483,-44.3287
2852,Mãe d'Água,25,-7.25201,-37.4322
2853,Mãe do Rio,15,-2.05683,-47.5601
2854,Maetinga,29,-14.6623,-41.4915
2855,Mafra,42,-26.1159,-49.8086
2856,Magalhães Barata,15,-0.803391,-47.6014
2857,Magalhães de Almeida,21,-3.39232,-42.2117
2858,Magda,35,-20.6445,-50.2305
2859,Magé,33,-22.6632,-43.0315
2860,Maiquinique,29,-15.624,-40.2587
2861,Mairi,29,-11.7107,-40.1437
2862,Mairinque,35,-23.5398,-47.185
2863,Mairiporã,35,-23.3171,-46.5897
2864,Mairipotaba,52,-17.2975,-49.4898
2865,Major Gercino,42,-27.4192,-48.9488
2866,Major Isidoro,27,-9.53009,-36.992
2867,Major Sales,24,-6.39949,-38.324
2868,Major Vieira,42,-26.3709,-50.3266
2869,Malacacheta,31,-17.8456,-42.0769
2870,Malhada,29,-14.3371,-43.7686
2871,Malhada de Pedras,29,-14.3847,-41.8842
2872,Malhada dos Bois,28,-10.3418,-36.9252
2873,Malhador,28,-10.6649,-37.3004
2874,Mallet,41,-25.8806,-50.8173
2875,Malta,25,-6.89719,-37.5221
2876,Mamanguape,25,-6.8337,-35.1213
2877,Mambaí,52,-14.4823,-46.1165
2878,Mamborê,41,-24.317,-52.5271
2879,Mamonas,31,-15.0479,-42.9469
2880,Mampituba,43,-29.2136,-49.9311
2881,Manacapuru,13,-3.29066,-60.6216
2882,Manaíra,25,-7.70331,-38.1523
2883,Manaquiri,13,-3.44078,-60.4612
2884,Manari,26,-8.9649,-37.6313
2885,Manaus,13,-3.11866,-60.0212
2886,Mâncio Lima,12,-7.61657,-72.8997
2887,Mandaguaçu,41,-23.3458,-52.0944
2888,Mandaguari,41,-23.5446,-51.671
2889,Mandirituba,41,-25.777,-49.3282
2890,Manduri,35,-23.0056,-49.3202
2891,Manfrinópolis,41,-26.1441,-53.3113
2892,Manga,31,-14.7529,-43.9391
2893,Mangaratiba,33,-22.9594,-44.0409
2894,Mangueirinha,41,-25.9421,-52.1743
2895,Manhuaçu,31,-20.2572,-42.028
2896,Manhumirim,31,-20.3591,-41.9589
2897,Manicoré,13,-5.80462,-61.2895
2898,Manoel Emídio,22,-8.01234,-43.8755
2899,Manoel Ribas,41,-24.5144,-51.6658
2900,Manoel Urbano,12,-8.83291,-69.2679
2901,Manoel Viana,43,-29.5859,-55.4841
2902,Manoel Vitorino,29,-14.1476,-40.2399
2903,Mansidão,29,-10.7227,-44.0428
2904,Mantena,31,-18.7761,-40.9874
2905,Mantenópolis,32,-18.8594,-41.124
2906,Maquiné,43,-29.6798,-50.2079
2907,Mar de Espanha,31,-21.8707,-43.0062
2908,Mar Vermelho,27,-9.44739,-36.3881
2909,Mara Rosa,52,-14.0148,-49.1777
2910,Maraã,13,-1.85313,-65.573
2911,Marabá,15,-5.38075,-49.1327
2912,Marabá Paulista,35,-22.1068,-51.9617
2913,Maracaçumé,21,-2.04918,-45.9587
2914,Maracaí,35,-22.6149,-50.6713
2915,Maracajá,42,-28.8463,-49.4605
2916,Maracaju,50,-21.6105,-55.1678
2917,Maracanã,15,-0.778899,-47.452
2918,Maracanaú,23,-3.86699,-38.6259
2919,Maracás,29,-13.4355,-40.4323
2920,Maragogi,27,-9.00744,-35.2267
2921,Maragogipe,29,-12.776,-38.9175
2922,Maraial,26,-8.79062,-35.8266
2923,Marajá do Sena,21,-4.62806,-45.4531
2924,Maranguape,23,-3.89143,-38.6829
2925,Maranhãozinho,21,-2.24078,-45.8507
2926,Marapanim,15,-0.714702,-47.7034
2927,Marapoama,35,-21.2587,-49.13
2928,Maratá,43,-29.5457,-51.5573
2929,Marataízes,32,-21.0398,-40.8384
2930,Marau,43,-28.4498,-52.1986
2931,Maraú,29,-14.1035,-39.0137
2932,Maravilha,27,-9.23045,-37.3524
2933,Maravilha,42,-26.7665,-53.1737
2934,Maravilhas,31,-19.5076,-44.6779
2935,Marcação,25,-6.76535,-35.0087
2936,Marcelândia,51,-11.0463,-54.4377
2937,Marcelino Ramos,43,-27.4676,-51.9095
2938,Marcelino Vieira,24,-6.2846,-38.1642
2939,Marcionílio Souza,29,-13.0064,-40.5295
2940,Marco,23,-3.1285,-40.1582
2941,Marcolândia,22,-7.44169,-40.6602
2942,Marcos Parente,22,-7.11565,-43.8926
2943,Marechal Cândido Rondon,41,-24.557,-54.0571
2944,Marechal Deodoro,27,-9.70971,-35.8967
2945,Marechal Floriano,32,-20.4159,-40.67
2946,Marechal Thaumaturgo,12,-8.93898,-72.7997
2947,Marema,42,-26.8024,-52.6264
2948,Mari,25,-7.05942,-35.318
2949,Maria da Fé,31,-22.3044,-45.3773
2950,Maria Helena,41,-23.6158,-53.2053
2951,Marialva,41,-23.4843,-51.7928
2952,Mariana,31,-20.3765,-43.414
2953,Mariana Pimentel,43,-30.353,-51.5803
2954,Mariano Moro,43,-27.3568,-52.1467
2955,Marianópolis do Tocantins,17,-9.79377,-49.6553
2956,Mariápolis,35,-21.7959,-51.1824
2957,Maribondo,27,-9.58353,-36.3045
2958,Maricá,33,-22.9354,-42.8246
2959,Marilac,31,-18.5079,-42.0822
2960,Marilândia,32,-19.4114,-40.5456
2961,Marilândia do Sul,41,-23.7425,-51.3137
2962,Marilena,41,-22.7336,-53.0402
2963,Marília,35,-22.2171,-49.9501
2964,Mariluz,41,-24.0089,-53.1432
2965,Maringá,41,-23.4205,-51.9333
2966,Marinópolis,35,-20.4389,-50.8254
2967,Mário Campos,31,-20.0582,-44.1883
2968,Mariópolis,41,-26.355,-52.5532
2969,Maripá,41,-24.42,-53.8286
2970,Maripá de Minas,31,-21.6979,-42.9546
2971,Marituba,15,-1.36002,-48.3421
2972,Marizópolis,25,-6.82748,-38.3528
2973,Marliéria,31,-19.7096,-42.7327
2974,Marmeleiro,41,-26.1472,-53.0267
2975,Marmelópolis,31,-22.447,-45.1645
2976,Marques de Souza,43,-29.3311,-52.0973
2977,Marquinho,41,-25.112,-52.2497
2978,Martinho Campos,31,-19.3306,-45.2434
2979,Martinópole,23,-3.2252,-40.6896
2980,Martinópolis,35,-22.1462,-51.1709
2981,Martins,24,-6.08279,-37.908
2982,Martins Soares,31,-20.2546,-41.8786
2983,Maruim,28,-10.7308,-37.0856
2984,Marumbi,41,-23.7058,-51.6404
2985,Marzagão,52,-17.983,-48.6415
2986,Mascote,29,-15.5542,-39.3016
2987,Massapê,23,-3.52364,-40.3423
2988,Massapê do Piauí,22,-7.47469,-41.1103
2989,Massaranduba,25,-7.18995,-35.7848
2990,Massaranduba,42,-26.6109,-49.0054
2991,Mata,43,-29.5649,-54.4641
2992,Mata de São João,29,-12.5307,-38.3009
2993,Mata Grande,27,-9.11824,-37.7323
2994,Mata Roma,21,-3.62035,-43.1112
2995,Mata Verde,31,-15.6869,-40.7366
2996,Matão,35,-21.6025,-48.364
2997,Mataraca,25,-6.59673,-35.0531
2998,Mateiros,17,-10.5464,-46.4168
2999,Matelândia,41,-25.2496,-53.9935
3000,Materlândia,31,-18.4699,-43.0579
3001,Mateus Leme,31,-19.9794,-44.4318
3002,Mathias Lobato,31,-18.59,-41.9166
3003,Matias Barbosa,31,-21.869,-43.3135
3004,Matias Cardoso,31,-14.8563,-43.9146
3005,Matias Olímpio,22,-3.71492,-42.5507
3006,Matina,29,-13.9109,-42.8439
3007,Matinha,21,-3.09849,-45.035
3008,Matinhas,25,-7.12486,-35.7669
3009,Matinhos,41,-25.8237,-48.549
3010,Matipó,31,-20.2873,-42.3401
3011,Mato Castelhano,43,-28.28,-52.1932
3012,Mato Grosso,25,-6.54018,-37.7279
3013,Mato Leitão,43,-29.5285,-52.1278
3014,Mato Queimado,43,-28.252,-54.6159
3015,Mato Rico,41,-24.6995,-52.1454
3016,Mato Verde,31,-15.3944,-42.86
3017,Matões,21,-5.51359,-43.2018
3018,Matões do Norte,21,-3.6244,-44.5468
3019,Matos Costa,42,-26.4709,-51.1501
3020,Matozinhos,31,-19.5543,-44.0868
3021,Matrinchã,52,-15.4342,-50.7456
3022,Matriz de Camaragibe,27,-9.15437,-35.5243
3023,Matupá,51,-10.1821,-54.9467
3024,Maturéia,25,-7.26188,-37.351
3025,Matutina,31,-19.2179,-45.9664
3026,Mauá,35,-23.6677,-46.4613
3027,Mauá da Serra,41,-23.8988,-51.2277
3028,Maués,13,-3.39289,-57.7067
3029,Maurilândia,52,-17.9719,-50.3388
3030,Maurilândia do Tocantins,17,-5.95169,-47.5125
3031,Mauriti,23,-7.38597,-38.7708
3032,Maxaranguape,24,-5.52181,-35.2631
3033,Maximiliano de Almeida,43,-27.6325,-51.802
3034,Mazagão,16,-0.11336,-51.2891
3035,Medeiros,31,-19.9865,-46.2181
3036,Medeiros Neto,29,-17.3707,-40.2238
3037,Medianeira,41,-25.2977,-54.0943
3038,Medicilândia,15,-3.44637,-52.8875
3039,Medina,31,-16.2245,-41.4728
3040,Meleiro,42,-28.8244,-49.6378
3041,Melgaço,15,-1.8032,-50.7149
3042,Mendes,33,-22.5245,-43.7312
3043,Mendes Pimentel,31,-18.6631,-41.4052
3044,Mendonça,35,-21.1757,-49.5791
3045,Mercedes,41,-24.4538,-54.1618
3046,Mercês,31,-21.1976,-43.3337
3047,Meridiano,35,-20.3579,-50.1811
3048,Meruoca,23,-3.53974,-40.4531
3049,Mesópolis,35,-19.9684,-50.6326
3050,Mesquita,33,-22.8028,-43.4601
3051,Mesquita,31,-19.224,-42.6079
3052,Messias,27,-9.39384,-35.8392
3053,Messias Targino,24,-6.07194,-37.5158
3054,Miguel Alves,22,-4.16857,-42.8963
3055,Miguel Calmon,29,-11.4299,-40.6031
3056,Miguel Leão,22,-5.68077,-42.7436
3057,Miguel Pereira,33,-22.4572,-43.4803
3058,Miguelópolis,35,-20.1796,-48.031
3059,Milagres,23,-7.29749,-38.9378
3060,Milagres,29,-12.8646,-39.8611
3061,Milagres do Maranhão,21,-3.57443,-42.6131
3062,Milhã,23,-5.67252,-39.1875
3063,Milton Brandão,22,-4.68295,-41.4173
3064,Mimoso de Goiás,52,-15.0515,-48.1611
3065,Mimoso do Sul,32,-21.0628,-41.3615
3066,Minaçu,52,-13.5304,-48.2206
3067,Minador do Negrão,27,-9.31236,-36.8696
3068,Minas do Leão,43,-30.1346,-52.0423
3069,Minas Novas,31,-17.2156,-42.5884
3070,Minduri,31,-21.6797,-44.6051
3071,Mineiros,52,-17.5654,-52.5537
3072,Mineiros do Tietê,35,-22.412,-48.451
3073,Ministro Andreazza,11,-11.196,-61.5174
3074,Mira Estrela,35,-19.9789,-50.139
3075,Mirabela,31,-16.256,-44.1602
3076,Miracatu,35,-24.2766,-47.4625
3077,Miracema,33,-21.4148,-42.1938
3078,Miracema do Tocantins,17,-9.56556,-48.393
3079,Mirador,21,-6.37454,-44.3683
3080,Mirador,41,-23.255,-52.7761
3081,Miradouro,31,-20.8899,-42.3458
3082,Miraguaí,43,-27.497,-53.6891
3083,Miraí,31,-21.2021,-42.6122
3084,Miraíma,23,-3.56867,-39.9663
3085,Miranda,50,-20.2355,-56.3746
3086,Miranda do Norte,21,-3.56313,-44.5814
3087,Mirandiba,26,-8.12113,-38.7388
3088,Mirandópolis,35,-21.1313,-51.1035
3089,Mirangaba,29,-10.961,-40.574
3090,Miranorte,17,-9.52907,-48.5922
3091,Mirante,29,-14.2385,-40.7718
3092,Mirante da Serra,11,-11.029,-62.6696
3093,Mirante do Paranapanema,35,-22.2904,-51.9084
3094,Miraselva,41,-22.9657,-51.4846
3095,Mirassol,35,-20.8169,-49.5206
3096,Mirassol d'Oeste,51,-15.6759,-58.0951
3097,Mirassolândia,35,-20.6179,-49.4617
3098,Miravânia,31,-14.7348,-44.4092
3099,Mirim Doce,42,-27.197,-50.0786
3100,Mirinzal,21,-2.07094,-44.7787
3101,Missal,41,-25.0919,-54.2477
3102,Missão Velha,23,-7.23522,-39.143
3103,Mocajuba,15,-2.5831,-49.5042
3104,Mococa,35,-21.4647,-47.0024
3105,Modelo,42,-26.7729,-53.04
3106,Moeda,31,-20.3399,-44.0509
3107,Moema,31,-19.8387,-45.4127
3108,Mogeiro,25,-7.28517,-35.4832
3109,Mogi das Cruzes,35,-23.5208,-46.1854
3110,Mogi Guaçu,35,-22.3675,-46.9428
3111,Mogi Mirim,35,-22.4332,-46.9532
3112,Moiporá,52,-16.5434,-50.739
3113,Moita Bonita,28,-10.5769,-37.3512
3114,Moju,15,-1.88993,-48.7668
3115,Mojuí dos Campos,15,-2.6822,-54.6425
3116,Mombaça,23,-5.73844,-39.63
3117,Mombuca,35,-22.9285,-47.559
3118,Monção,21,-3.48125,-45.2496
3119,Monções,35,-20.8509,-50.0975
3120,Mondaí,42,-27.1008,-53.4032
3121,Mongaguá,35,-24.0809,-46.6265
3122,Monjolos,31,-18.3245,-44.118
3123,Monsenhor Gil,22,-5.562,-42.6075
3124,Monsenhor Hipólito,22,-6.99275,-41.026
3125,Monsenhor Paulo,31,-21.7579,-45.5391
3126,Monsenhor Tabosa,23,-4.79102,-40.0646
3127,Montadas,25,-7.08848,-35.9592
3128,Montalvânia,31,-14.4197,-44.3719
3129,Montanha,32,-18.1303,-40.3668
3130,Montanhas,24,-6.48522,-35.2842
3131,Montauri,43,-28.6462,-52.0767
3132,Monte Alegre,15,-1.99768,-54.0724
3133,Monte Alegre,24,-6.07063,-35.3253
3134,Monte Alegre de Goiás,52,-13.2552,-46.8928
3135,Monte Alegre de Minas,31,-18.869,-48.881
3136,Monte Alegre de Sergipe,28,-10.0256,-37.5616
3137,Monte Alegre do Piauí,22,-9.75364,-45.3037
3138,Monte Alegre do Sul,35,-22.6817,-46.681
3139,Monte Alegre dos Campos,43,-28.6805,-50.7834
3140,Monte Alto,35,-21.2655,-48.4971
3141,Monte Aprazível,35,-20.768,-49.7184
3142,Monte Azul,31,-15.1514,-42.8718
3143,Monte Azul Paulista,35,-20.9065,-48.6387
3144,Monte Belo,31,-21.3271,-46.3635
3145,Monte Belo do Sul,43,-29.1607,-51.6333
3146,Monte Carlo,42,-27.2239,-50.9808
3147,Monte Carmelo,31,-18.7302,-47.4912
3148,Monte Castelo,42,-26.461,-50.2327
3149,Monte Castelo,35,-21.2981,-51.5679
3150,Monte das Gameleiras,24,-6.43698,-35.7831
3151,Monte do Carmo,17,-10.7611,-48.1114
3152,Monte Formoso,31,-16.8691,-41.2473
3153,Monte Horebe,25,-7.20402,-38.5838
3154,Monte Mor,35,-22.945,-47.3122
3155,Monte Negro,11,-10.2458,-63.29
3156,Monte Santo,29,-10.4374,-39.3321
3157,Monte Santo de Minas,31,-21.1873,-46.9753
3158,Monte Santo do Tocantins,17,-10.0075,-48.9941
3159,Monte Sião,31,-22.4335,-46.573
3160,Monteiro,25,-7.88363,-37.1184
3161,Monteiro Lobato,35,-22.9544,-45.8407
3162,Monteirópolis,27,-9.60357,-37.2505
3163,Montenegro,43,-29.6824,-51.4679
3164,Montes Altos,21,-5.83067,-47.0673
3165,Montes Claros,31,-16.7282,-43.8578
3166,Montes Claros de Goiás,52,-16.0059,-51.3979
3167,Montezuma,31,-15.1702,-42.4941
3168,Montividiu,52,-17.4439,-51.1728
3169,Montividiu do Norte,52,-13.3485,-48.6853
3170,Morada Nova,23,-5.09736,-38.3702
3171,Morada Nova de Minas,31,-18.5998,-45.3584
3172,Moraújo,23,-3.46311,-40.6776
3173,Moreilândia,26,-7.61931,-39.546
3174,Moreira Sales,41,-24.0509,-53.0102
3175,Moreno,26,-8.10871,-35.0835
3176,Mormaço,43,-28.6968,-52.6999
3177,Morpará,29,-11.5569,-43.2766
3178,Morretes,41,-25.4744,-48.8345
3179,Morrinhos,52,-17.7334,-49.1059
3180,Morrinhos,23,-3.23426,-40.1233
3181,Morrinhos do Sul,43,-29.3578,-49.9328
3182,Morro Agudo,35,-20.7288,-48.0581
3183,Morro Agudo de Goiás,52,-15.3184,-50.0553
3184,Morro Cabeça no Tempo,22,-9.71891,-43.9072
3185,Morro da Fumaça,42,-28.6511,-49.2169
3186,Morro da Garça,31,-18.5356,-44.601
3187,Morro do Chapéu,29,-11.5488,-41.1565
3188,Morro do Chapéu do Piauí,22,-3.73337,-42.3024
3189,Morro do Pilar,31,-19.2236,-43.3795
3190,Morro Grande,42,-28.8006,-49.7214
3191,Morro Redondo,43,-31.5887,-52.6261
3192,Morro Reuter,43,-29.5379,-51.0811
3193,Morros,21,-2.85379,-44.0357
3194,Mortugaba,29,-15.0225,-42.3727
3195,Morungaba,35,-22.8811,-46.7896
3196,Mossâmedes,52,-16.124,-50.2136
3197,Mossoró,24,-5.18374,-37.3474
3198,Mostardas,43,-31.1054,-50.9167
3199,Motuca,35,-21.5103,-48.1538
3200,Mozarlândia,52,-14.7457,-50.5713
3201,Muaná,15,-1.53936,-49.2224
3202,Mucajaí,14,2.43998,-60.9096
3203,Mucambo,23,-3.90271,-40.7452
3204,Mucugê,29,-13.0053,-41.3703
3205,Muçum,43,-29.163,-51.8714
3206,Mucuri,29,-18.0754,-39.5565
3207,Mucurici,32,-18.0965,-40.52
3208,Muitos Capões,43,-28.3132,-51.1836
3209,Muliterno,43,-28.3253,-51.7697
3210,Mulungu,25,-7.02525,-35.46
3211,Mulungu,23,-4.30294,-38.9951
3212,Mulungu do Morro,29,-11.9648,-41.6374
3213,Mundo Novo,29,-11.8541,-40.4714
3214,Mundo Novo,50,-23.9355,-54.281
3215,Mundo Novo,52,-13.7729,-50.2814
3216,Munhoz,31,-22.6092,-46.362
3217,Munhoz de Melo,41,-23.1487,-51.7737
3218,Muniz Ferreira,29,-13.0092,-39.1092
3219,Muniz Freire,32,-20.4652,-41.4156
3220,Muquém de São Francisco,29,-12.065,-43.5497
3221,Muqui,32,-20.9509,-41.346
3222,Muriaé,31,-21.13,-42.3693
3223,Muribeca,28,-10.4271,-36.9588
3224,Murici,27,-9.30682,-35.9428
3225,Murici dos Portelas,22,-3.319,-42.094
3226,Muricilândia,17,-7.14669,-48.6091
3227,Muritiba,29,-12.6329,-38.9921
3228,Murutinga do Sul,35,-20.9908,-51.2774
3229,Mutuípe,29,-13.2284,-39.5044
3230,Mutum,31,-19.8121,-41.4407
3231,Mutunópolis,52,-13.7303,-49.2745
3232,Muzambinho,31,-21.3692,-46.5213
3233,Nacip Raydan,31,-18.4544,-42.2481
3234,Nantes,35,-22.6156,-51.24
3235,Nanuque,31,-17.8481,-40.3533
3236,Não-Me-Toque,43,-28.4548,-52.8182
3237,Naque,31,-19.2291,-42.3312
3238,Narandiba,35,-22.4057,-51.5274
3239,Natal,24,-5.79357,-35.1986
3240,Natalândia,31,-16.5021,-46.4874
3241,Natércia,31,-22.1158,-45.5123
3242,Natividade,17,-11.7034,-47.7223
3243,Natividade,33,-21.039,-41.9697
3244,Natividade da Serra,35,-23.3707,-45.4468
3245,Natuba,25,-7.63514,-35.5586
3246,Navegantes,42,-26.8943,-48.6546
3247,Naviraí,50,-23.0618,-54.1995
3248,Nazaré,29,-13.0235,-39.0108
3249,Nazaré,17,-6.37496,-47.6643
3250,Nazaré da Mata,26,-7.74149,-35.2193
3251,Nazaré do Piauí,22,-6.97023,-42.6773
3252,Nazaré Paulista,35,-23.1747,-46.3983
3253,Nazareno,31,-21.2168,-44.6138
3254,Nazarezinho,25,-6.9114,-38.322
3255,Nazária,22,-5.35128,-42.8153
3256,Nazário,52,-16.5808,-49.8817
3257,Neópolis,28,-10.3215,-36.585
3258,Nepomuceno,31,-21.2324,-45.235
3259,Nerópolis,52,-16.4047,-49.2227
3260,Neves Paulista,35,-20.843,-49.6358
3261,Nhamundá,13,-2.20793,-56.7112
3262,Nhandeara,35,-20.6945,-50.0436
3263,Nicolau Vergueiro,43,-28.5298,-52.4676
3264,Nilo Peçanha,29,-13.604,-39.1091
3265,Nilópolis,33,-22.8057,-43.4233
3266,Nina Rodrigues,21,-3.46788,-43.9134
3267,Ninheira,31,-15.3148,-41.7564
3268,Nioaque,50,-21.1419,-55.8296
3269,Nipoã,35,-20.9114,-49.7833
3270,Niquelândia,52,-14.4662,-48.4599
3271,Nísia Floresta,24,-6.09329,-35.1991
3272,Niterói,33,-22.8832,-43.1034
3273,Nobres,51,-14.7192,-56.3284
3274,Nonoai,43,-27.3689,-52.7756
3275,Nordestina,29,-10.8192,-39.4297
3276,Normandia,14,3.8853,-59.6204
3277,Nortelândia,51,-14.454,-56.7945
3278,Nossa Senhora Aparecida,28,-10.3944,-37.4517
3279,Nossa Senhora da Glória,28,-10.2158,-37.4211
3280,Nossa Senhora das Dores,28,-10.4854,-37.1963
3281,Nossa Senhora das Graças,41,-22.9129,-51.7978
3282,Nossa Senhora de Lourdes,28,-10.0772,-37.0615
3283,Nossa Senhora de Nazaré,22,-4.63019,-42.173
3284,Nossa Senhora do Livramento,51,-15.772,-56.3432
3285,Nossa Senhora do Socorro,28,-10.8468,-37.1231
3286,Nossa Senhora dos Remédios,22,-3.97574,-42.6184
3287,Nova Aliança,35,-21.0156,-49.4986
3288,Nova Aliança do Ivaí,41,-23.1763,-52.6032
3289,Nova Alvorada,43,-28.6822,-52.1631
3290,Nova Alvorada do Sul,50,-21.4657,-54.3825
3291,Nova América,52,-15.0206,-49.8953
3292,Nova América da Colina,41,-23.3308,-50.7168
3293,Nova Andradina,50,-22.238,-53.3437
3294,Nova Araçá,43,-28.6537,-51.7458
3295,Nova Aurora,41,-24.5289,-53.2575
3296,Nova Aurora,52,-18.0597,-48.2552
3297,Nova Bandeirantes,51,-9.84977,-57.8139
3298,Nova Bassano,43,-28.7291,-51.7072
3299,Nova Belém,31,-18.4925,-41.1107
3300,Nova Boa Vista,43,-27.9926,-52.9784
3301,Nova Brasilândia,51,-14.9612,-54.9685
3302,Nova Brasilândia D'Oeste,11,-11.7247,-62.3127
3303,Nova Bréscia,43,-29.2182,-52.0319
3304,Nova Campina,35,-24.1224,-48.9022
3305,Nova Canaã,29,-14.7912,-40.1458
3306,Nova Canaã do Norte,51,-10.558,-55.953
3307,Nova Canaã Paulista,35,-20.3836,-50.9483
3308,Nova Candelária,43,-27.6137,-54.1074
3309,Nova Cantu,41,-24.6723,-52.5661
3310,Nova Castilho,35,-20.7615,-50.3477
3311,Nova Colinas,21,-7.12263,-46.2607
3312,Nova Crixás,52,-14.0957,-50.33
3313,Nova Cruz,24,-6.47511,-35.4286
3314,Nova Era,31,-19.7577,-43.0333
3315,Nova Erechim,42,-26.8982,-52.9066
3316,Nova Esperança,41,-23.182,-52.2031
3317,Nova Esperança do Piriá,15,-2.26693,-46.9731
3318,Nova Esperança do Sudoeste,41,-25.9004,-53.2618
3319,Nova Esperança do Sul,43,-29.4066,-54.8293
3320,Nova Europa,35,-21.7765,-48.5705
3321,Nova Fátima,41,-23.4324,-50.5665
3322,Nova Fátima,29,-11.6031,-39.6302
3323,Nova Floresta,25,-6.45056,-36.2057
3324,Nova Friburgo,33,-22.2932,-42.5377
3325,Nova Glória,52,-15.145,-49.5737
3326,Nova Granada,35,-20.5321,-49.3123
3327,Nova Guarita,51,-10.312,-55.4061
3328,Nova Guataporanga,35,-21.332,-51.6447
3329,Nova Hartz,43,-29.5808,-50.9051
3330,Nova Ibiá,29,-13.812,-39.6182
3331,Nova Iguaçu,33,-22.7556,-43.4603
3332,Nova Iguaçu de Goiás,52,-14.2868,-49.3872
3333,Nova Independência,35,-21.1026,-51.4905
3334,Nova Iorque,21,-6.73047,-44.0471
3335,Nova Ipixuna,15,-4.91622,-49.0822
3336,Nova Itaberaba,42,-26.9428,-52.8141
3337,Nova Itarana,29,-13.0241,-40.0653
3338,Nova Lacerda,51,-14.4727,-59.6001
3339,Nova Laranjeiras,41,-25.3054,-52.5447
3340,Nova Lima,31,-19.9758,-43.8509
3341,Nova Londrina,41,-22.7639,-52.9868
3342,Nova Luzitânia,35,-20.856,-50.2617
3343,Nova Mamoré,11,-10.4077,-65.3346
3344,Nova Marilândia,51,-14.3568,-56.9696
3345,Nova Maringá,51,-13.0136,-57.0908
3346,Nova Módica,31,-18.4417,-41.4984
3347,Nova Monte Verde,51,-9.99998,-57.5261
3348,Nova Mutum,51,-13.8374,-56.0743
3349,Nova Nazaré,51,-13.9486,-51.8002
3350,Nova Odessa,35,-22.7832,-47.2941
3351,Nova Olímpia,41,-23.4703,-53.0898
3352,Nova Olímpia,51,-14.7889,-57.2886
3353,Nova Olinda,17,-7.63171,-48.4252
3354,Nova Olinda,23,-7.08415,-39.6713
3355,Nova Olinda,25,-7.47232,-38.0382
3356,Nova Olinda do Maranhão,21,-2.84227,-45.6953
3357,Nova Olinda do Norte,13,-3.90037,-59.094
3358,Nova Pádua,43,-29.0275,-51.3098
3359,Nova Palma,43,-29.471,-53.4689
3360,Nova Palmeira,25,-6.67122,-36.422
3361,Nova Petrópolis,43,-29.3741,-51.1136
3362,Nova Ponte,31,-19.1461,-47.6779
3363,Nova Porteirinha,31,-15.7993,-43.2941
3364,Nova Prata,43,-28.7799,-51.6113
3365,Nova Prata do Iguaçu,41,-25.6309,-53.3469
3366,Nova Ramada,43,-28.0667,-53.6992
3367,Nova Redenção,29,-12.815,-41.0748
3368,Nova Resende,31,-21.1286,-46.4157
3369,Nova Roma,52,-13.7388,-46.8734
3370,Nova Roma do Sul,43,-28.9882,-51.4095
3371,Nova Rosalândia,17,-10.5651,-48.9125
3372,Nova Russas,23,-4.70581,-40.5621
3373,Nova Santa Bárbara,41,-23.5865,-50.7598
3374,Nova Santa Helena,51,-10.8651,-55.1872
3375,Nova Santa Rita,43,-29.8525,-51.2837
3376,Nova Santa Rita,22,-8.09707,-42.0471
3377,Nova Santa Rosa,41,-24.4693,-53.9552
3378,Nova Serrana,31,-19.8713,-44.9847
3379,Nova Soure,29,-11.2329,-38.4871
3380,Nova Tebas,41,-24.438,-51.9454
3381,Nova Timboteua,15,-1.20874,-47.3921
3382,Nova Trento,42,-27.278,-48.9298
3383,Nova Ubiratã,51,-12.9834,-55.2556
3384,Nova União,31,-19.6876,-43.583
3385,Nova União,11,-10.9068,-62.5564
3386,Nova Venécia,32,-18.715,-40.4053
3387,Nova Veneza,42,-28.6338,-49.5055
3388,Nova Veneza,52,-16.3695,-49.3168
3389,Nova Viçosa,29,-17.8926,-39.3743
3390,Nova Xavantina,51,-14.6771,-52.3502
3391,Novais,35,-20.9893,-48.9141
3392,Novo Acordo,17,-9.97063,-47.6785
3393,Novo Airão,13,-2.63637,-60.9434
3394,Novo Alegre,17,-12.9217,-46.5713
3395,Novo Aripuanã,13,-5.12593,-60.3732
3396,Novo Barreiro,43,-27.9077,-53.1103
3397,Novo Brasil,52,-16.0313,-50.7113
3398,Novo Cabrais,43,-29.7338,-52.9489
3399,Novo Cruzeiro,31,-17.4654,-41.8826
3400,Novo Gama,52,-16.0592,-48.0417
3401,Novo Hamburgo,43,-29.6875,-51.1328
